8202347;Medivac AI 250 Ml;BP;botol
8202350;Medivac AI 0.3 300Ml;BP;
8202340;Medivac AI 500 Ml;BP;
8202277;Medivac AI T-DC 500Ml;BP;
8202514;Medivac AI-T 500Ml;BP;
8200004;Medivac Coryza B 250 Ml;BP;
8200005;Medivac Coryza B 500 Ml;BP;
8200007;Medivac ND Clone 45 1000;BP;
8200008;Medivac ND Clone 45 2000;BP;
8200009;Medivac ND Clone 45 500;BP;
8201982;Medivac Coryza Q 500Ml;BP;
8202056;Medivac Coryza T.S 250Ml;BP;
8201854;Medivac Coryza T.S 500Ml;BP;
8200014;Medivac ND Emulsion 100Ml;BP;
8200015;Medivac ND Emulsion 250Ml;BP;
8200016;Medivac ND Emulsion 500Ml;BP;
8200017;Medivac Gumboro A 100 Ds;BP;
8200018;Medivac Gumboro A 1000 Ds;BP;
8201658;Medivac Gumboro A 2000 Ds;BP;
8200019;Medivac Gumboro A 500 Ds;BP;
8201025;Medivac Gumboro A11000 Ds;BP;
8201024;Medivac Gumboro A1 500 Ds;BP;
8200020;Medivac Gumboro B 100 Ds;BP;
8200021;Medivac Gumboro B 1000 Ds;BP;
8200022;Medivac Gumboro B 2000 Ds;BP;
8200023;Medivac Gumboro B 500 Ds;BP;
8200026;Medivac ND H B1 100 Ds;BP;
8200027;Medivac ND H B1 1000 Ds;BP;
8200028;Medivac ND H B1 200 Ds;BP;
8200029;Medivac ND H B1 2000 Ds;BP;
8200031;Medivac ND H B1 500 Ds;BP;
8200034;Medivac IB H-120 1000 Ds;BP;
8202317;Medivac ILT lowstres1000Ds;BP;
8202318;Medivac ILT lowstres500Ds;BP;
8200039;Medivac ND La Sota 100 Ds;BP;
8200040;Medivac ND La Sota 1000Ds;BP;
8200041;Medivac ND La Sota 200Ds;BP;
8200042;Medivac ND La Sota 2000Ds;BP;
8200043;Medivac ND La Sota 50 Ds;BP;
8200044;Medivac ND La Sota 500Ds;BP;
8202614;Medivac NDG7B-AI T 100Ml;BP;
8202346;Medivac ND-AI 100 Ml;BP;
8202345;Medivac ND-AI 250 Ml;BP;
8202349;Medivac ND-AI 0.3 300Ml;BP;
8202343;Medivac ND-AI 500 Ml;BP;
8202615;Medivac NDG7B-AI T 250Ml;BP;
8202515;Medivac NDG7B-AI T 500Ml;BP;
8201894;Medivac ND-Coryza E 250ml;BP;
8201827;Medivac ND-Coryza E 500ml;BP;
8200045;Medivac ND-EDS Emul 250Ml;BP;
8200046;Medivac ND-EDS Emul 500Ml;BP;
8200047;Medivac ND-EDS-IB 250Ml;BP;
8200048;Medivac ND-EDS-IB 500Ml;BP;
8201778;Medivac NDG7B-EDS-IB500Ml;BP;
8201478;Medivac ND-Gumboro 500Ml;BP;
8200050;Medivac ND-IB 1000 Ds;BP;
8202195;Medivac ND-IB spray 1000 Ds;BP;
8200051;Medivac ND-IB 2000 Ds;BP;
8200052;Medivac ND-IB 500 Ds;BP;
8200053;Medivac ND-IB Emul 250 Ml;BP;
8202586;Medivac NDG7-IBV 500Ml;BP;
8200056;Medivac ND-IB-Gmb 500Ml;BP;
8200057;Medivac Pox 1000 Ds;BP;
8200058;Medivac Pox 500 Ds;BP;
8200367;Adesta 500 ml;PP;
8200063;Aminovit 1 Kg;PP;
8300112;Aminovit Sch 250 G;PP;
8201873;AMMOTROL 100 gr;PP;
8201867;AMMOTROL 250 gr;PP;
8201628;Amoxitin 1 Kg;PP;
8201405;Amoxitin 250 G;PP;
8200487;Ampicol 1 Kg;PP;
8300532;Ampicol Sch 250 G;PP;
8200372;Anti Pick 20 G;PP;
8200369;Antikoksi 1 L;PP;
8200358;Antisep 1 L;PP;
8200357;Antisep 120 Ml;PP;
8200361;Antisep 60 Ml;PP;
8200073;Broiler Vita 1 Kg;PP;
8300118;Broiler Vita Sch 250 G;PP;
8200493;Cacing Exitor 10 Kps;PP;
8202577;Calvita Laga 1 botol;PP;
8200695;CIL 18 G;PP;
8201927;Cipro 12% 1Kg Polos;PP;
8200093;Coliquin 1 Kg;PP;
8300123;Coliquin Sch 250 G;PP;
8201776;Collimezyn Sch 250 G;PP;
8200083;Coxy 1 Kg;PP;
8200079;Coxy 10 G;PP;
8300125;Coxy Sch 250 G;PP;
8201965;Dicodine 50;PP;
8200123;Doctril 1 Kg;PP;
8200119;Doctril 10 G;PP;
8300132;Doctril Sch 250 G;PP;
8200133;Doxytin 1 Kg;PP;
8300136;Doxytin Sch 250 G;PP;
8200103;Doxyvet 1 Kg;PP;
8200099;Doxyvet 10 G;PP;
8300143;Doxyvet Sch 250 G;PP;
8300145;Duoko Sch 250 G;PP;
8200143;Egg Stimulant 1 Kg;PP;
8200139;Egg Stimulant 10 G;PP;
8200146;Egg Stimulant 500 G;PP;
8300151;Egg Stimulant Sch 250 G;PP;
8202036;Erydoxcy 250 g;PP;
8200153;Erysuprim 1 Kg;PP;
8300158;Erysuprim Sch 250 G;PP;
8202679;Fasbro 250 ml;PP;
8202562;Fithera 250 mL;PP;
8201935;Flytox 100gram;PP;
8200379;Formades 1 L;PP;
8200378;Formades 100 Ml;PP;
8200381;Formades 5 L;PP;
8200163;Fortevit 1 Kg;PP;
8200159;Fortevit 10 G;PP;
8200166;Fortevit 500 G;PP;
8300164;Fortevit Sch 250 G;PP;
8200386;Gentamin 100 Ml;PP;
8200387;Gentamin 20 Ml;PP;
8202147;GINGERTOL;PP;
8201154;Gumbonal 100 G;PP;
8202295;Heprofit 250 mL;PP;
8201958;Hexamol 1 Kg Polos;PP;
8202254;Imustim 1 L;PP;
8202255;Imustim 250 ml;PP;
8200389;Inj Vit B Komp 100 Ml;PP;
8200390;Inj Vit B Komp 20 Ml;PP;
8200392;Inj Vit B Komp 500 Ml;PP;
8301081;Inj Vit B Komp Btl 100 Ml;PP;
8200395;Injekvit B12 100 ml;PP;
8300169;Koksidex Sch 250 G;PP;
8200183;Koleridin 1 Kg;PP;
8200179;Koleridin 10 G;PP;
8300171;Koleridin Sch 250 G;PP;
8200506;Koleridin-K 10 Kpl;PP;
8200507;Koleridin-K 100 Kpl;PP;
8200509;Koleridin-K 50 Kpl;PP;
8201841;Kumavit 250 g;PP;
8200398;Kututox 100 G;PP;
8301680;Kututox Oral Btl 100 ml;PP;
8200401;Kututox Spray 60 G;PP;
8201408;Larvatox 1 Kg;PP;
8201491;Larvatox 100 G;PP;
8301224;LD Btl 100 Ds;PP;
8301228;LD Btl 1000 Ds;PP;
8301225;LD Btl 200 Ds;PP;
8301229;LD Btl 2000 Ds;PP;
8301226;LD Btl 50 Ds;PP;
8301227;LD Btl 500 Ds;PP;
8201189;Levamid 1 Kg;PP;
8201027;Levamid 100 G;PP;
8202576;Levamid K Laga 1 botol;PP;
8200422;Maladex 1 L;PP;
8200411;Medi Bird 60 Ml;PP;
8200413;Mediflox 1 L;PP;
8200195;Medimilk 100 G;PP;
8200201;Medimilk 5 Kg;PP;
8200424;Medisep 1 L;PP;
8200423;Medisep 100 Ml;PP;
8200425;Medisep 20 L;PP;
8200426;Medisep 5 L;PP;
8200429;Medoxy-L 100 Ml;PP;
8200430;Medoxy-L 20 Ml;PP;
8200434;Medoxy-LA 20 Ml;PP;
8301103;Medoxy-LA Btl 100 Ml;PP;
8201925;Minovit 1 Kg Polos;PP;
8201770;NA New Formula 1 L;PP;
8200515;Nemasol-K 10 Kpl;PP;
8200516;Nemasol-K 100 Kpl;PP;
8200518;Nemasol-K 300 Kpl;PP;
8200437;Neo Antisep 1 L;PP;
8200436;Neo Antisep 120 Ml;PP;
8200438;Neo Antisep 20 Ml;PP;
8200441;Neo Antisep 60 Ml;PP;
8200444;Neo Meditril 1 L;PP;
8200443;Neo Meditril 100 Ml;PP;
8200445;Neo Meditril 20 Ml;PP;
8200446;Neo Meditril 250 Ml;PP;
8202575;Neo Meditril Laga 1 Botol;PP;
8200209;Neobro 1 Kg;PP;
8200205;Neobro 10 G;PP;
8200213;Neobro 500 G;PP;
8301119;Neobro Sch 250 G;PP;
8200450;Obat Tembolok 60 Ml;PP;
8202271;Paramed 100G;PP;
8201406;Proxan-S 1 Kg;PP;
8201407;Proxan-S 250 G;PP;
8200227;Puyuh Medi Egg 1 Kg;PP;
8300190;Puyuh Medi Egg Sch 250 G;PP;
8200249;Puyuh Vitanak 1 Kg;PP;
8202410;Respitoran 250mL;PP;
8201976;Solvit 300 ml;PP;
8202578;Solvit Laga 1 botol;PP;
8202256;Stressvit 100 gram;PP;
8200259;Strong Egg 1 Kg;PP;
8300205;Strong Egg Sch 250 G;PP;
8201684;Strong n Fit 120 Ml;PP;
8201609;Strong n Fit 300 Ml;PP;
8200460;Sulfamix Inj 20 Ml;PP;
8200523;Super Power 10 Kps;PP;
8200526;Supersonic 10 Kps;PP;
8200527;Supertop 10 Kps;PP;
8200528;Tetra Chlor 10 Kps;PP;
8200529;Tetra Chlor 300 Kps;PP;
8200530;Tetra Chlor 50 Kps;PP;
8200288;Tetra Chlor-S 1 Kg;PP;
8200284;Tetra Chlor-S 10 G;PP;
8200291;Tetra Chlor-S 500 G;PP;
8300211;Tetra Chlor-S Sch 250 G;PP;
8200268;Therapy 1 Kg;PP;
8200264;Therapy 10 G;PP;
8200271;Therapy 500 G;PP;
8300218;Therapy Sch 250 G;PP;
8201915;Toltradex 100;PP;
8201916;Toltradex 1L;PP;
8201716;Trimezyn Bolus 12 Bolus;PP;
8200539;Trimezyn-B Plus 10 Kpl;PP;
8200540;Trimezyn-K 100 Kpl;PP;
8200541;Trimezyn-K 1000 Kpl;PP;
8200542;Trimezyn-K 50 Kpl;PP;
8200543;Trimezyn-K 500 Kpl;PP;
8200544;Trimezyn-K 5000 Kpl;PP;
8200317;Trimezyn-S 1 Kg;PP;
8200313;Trimezyn-S 10 G;PP;
8200320;Trimezyn-S 500 G;PP;
8300223;Trimezyn-S Sch 250 G;PP;
8200278;Turbo 1 Kg;PP;
8200274;Turbo 10 G;PP;
8200281;Turbo 500 G;PP;
8300229;Turbo Sch 250 G;PP;
8200298;Tyfural 1 Kg;PP;
8200474;Vermixon Sirop 1 L;PP;
8200473;Vermixon Sirop 120 Ml;PP;
8200476;Vermixon Sirop 20 L;PP;
8200475;Vermixon Sirop 20 Ml;PP;
8200477;Vermixon Sirop 5 L;PP;
8200478;Vermixon Sirop 60 Ml;PP;
8200323;Vermizyn 10 G;PP;
8200548;Vermizyn 22 G;PP;
8200563;Vet Strep 125 G;PP;
8200564;Vet Strep 25 G;PP;
8200566;Vet Strep 5 G;PP;
8202259;Vita B-Plex Bolus 17 Bolus;PP;
8200328;Vita Chicks 1 Kg;PP;
8200324;Vita Chicks 10 G;PP;
8200325;Vita Chicks 100 G;PP;
8200331;Vita Chicks 5 G;PP;
8200332;Vita Chicks 500 G;PP;
8300241;Vita Chicks Sch 250 G;PP;
8200553;Vita Plex 50 Kpl;PP;
8200472;Vita Plex-D 30 Ml;PP;
8200351;Vita Stress-M 1 Kg;PP;
8201028;Vita Stress-M 10 G;PP;
8200354;Vita Stress-M 500 G;PP;
8300244;Vita Stress-M Sch 250 G;PP;
8200339;Vita Strong 1 Kg;PP;
8200335;Vita Strong 10 G;PP;
8202044;Vitesel Inj 100 ml;PP;
8200480;Wormectin Inj 2 Ml;PP;
8200481;Wormectin Inj 20 Ml;PP;
8200482;Wormectin Inj 5 Ml;PP;
8202692;Wormectin Plus 50 ml;PP;
8202783;Wormectin Plus Bolus 10;PP;
8200569;Wormzol-B 10 Bolus;PP;
8200570;Wormzol-B 24 Bolus;PP;
8200571;Wormzol-K 10 Kpl;PP;
8201595;Zaldes 1 L;PP;
8201596;Zaldes 20 L;PP;
